Rank,username,Youtube_Url,Name,Category,Amount_Subscribers,Country,Avg_Views,Avg_Likes,Avg_Comments
910,Hindi Kahaniya,http://youtube.com/channel/UCv2fH7qjvBKoc6v0s2bVVBg,Hindi Kahaniya,,10300000,India,63600,1000,23
911,Heidi y Zidane en español,http://youtube.com/channel/UCLVpcJc8LpFclTssfVZ5wGw,Heidi y Zidane en español,Toys,10300000,,213000,1200,
912,0214mex,http://youtube.com/channel/UCgMPP6RRjktV7krOfyUewqw,はじめしゃちょー（hajime）,Music & DanceHumor,10300000,Japan,1700000,36800,1400
913,Toymong tv 토이몽TV,http://youtube.com/channel/UC0vDCy8moGUhR7kRL19wWpw,Toymong tv 토이몽TV,,10300000,,30100,262,
914,cleanbandit,http://youtube.com/channel/UCvhQPdeTHzIRneScV8MIocg,Clean Bandit,Music & Dance,10300000,United States,20300,817,14
915,Rawan and Rayan,http://youtube.com/channel/UCPvLEc3la6Q2MdlCXzKRRPg,Rawan and Rayan,,10300000,Algeria,1300000,81000,4600
916,Hindi Fairy Tales,http://youtube.com/channel/UCsyoNsqE37tZIkuvqVPTa7g,Hindi Fairy Tales,,10300000,India,328100,5900,
917,Guns N' Roses,http://youtube.com/channel/UCIak6JLVOjqhStxrL1Lcytw,Guns N' Roses,,10300000,Brazil,0,,
918,Sab Kuchh Sekho Jano,http://youtube.com/channel/UCFSwJWimyZf2nGhorMtigrw,Sab Kuchh Sekho Jano,News & Politics,10300000,India,18600,1000,47
919,Peppa Pig Hindi,http://youtube.com/channel/UCF9IpcBgYvMS3GKkM_xwiqA,Peppa Pig Hindi,Education,10200000,,309300,2500,
920,5-Minute Crafts LIKE,http://youtube.com/channel/UCzTWHWnJ6VIcbkpqyv7_FaQ,5-Minute Crafts LIKE,,10200000,United States,18500,164,5
921,Lorrayne Oliveira,http://youtube.com/channel/UC--FL6OwLFWGIZfLfazY4yA,Lorrayne Oliveira,AnimationHumor,10200000,Brazil,667300,30100,1100
922,NASAtelevision,http://youtube.com/channel/UCLA_DiR1FfKNvjuUpBHmylQ,NASA,News & PoliticsScience & Technology,10100000,United States,76300,3400,
923,Heroine Movies 2022,http://youtube.com/channel/UCUA8F-8W2qHvmRj5Xd-F8CQ,Heroine Movies 2022,Daily vlogs,10100000,India,233300,1600,17
924,Receitas de Pai,http://youtube.com/channel/UCF5WzS-iBJRfp_EcFI-GT1w,Receitas de Pai,Food & Drinks,10100000,Brazil,100100,12300,312
925,JessicaJulioeBaby,http://youtube.com/channel/UCqeXVpv9hfwxNgO9RaGceUw,Laurinha e Helena - Clubinho da Laura,MoviesAnimation,10100000,Brazil,178700,3800,81
926,Viki Show,http://youtube.com/channel/UCnm_vYgguleXm0FL4F2vejg,Viki Show,Video gamesToys,10100000,Russia,2700000,103000,4600
927,T-STUDIO,http://youtube.com/channel/UCZGcvm26TfY3g1EQ-ohXBvg,T-STUDIO,,10100000,Indonesia,132000,3800,3
928,sadhguru,http://youtube.com/channel/UCcYzLCs3zrQIBVHYA1sK2sw,Sadhguru,Movies,10100000,India,115800,6600,143
929,Hindi Countdown,http://youtube.com/channel/UCk3GTZAJ3PLrVaz3qR74EcA,Hindi Countdown,Education,10100000,India,4800000,88500,1900
930,ARYNEWSofficial,http://youtube.com/channel/UCMmpLL2ucRHAXbNHiCPyIyg,ARY News,News & Politics,10100000,Pakistan,21900,559,50
931,Wylsacom,http://youtube.com/channel/UCt7sv-NKh44rHAEb-qCCxvA,Wylsacom,News & Politics,10100000,Russia,408800,16400,1400
932,вДудь,http://youtube.com/channel/UCMCgOm8GZkHp8zJ6l7_hIuA,вДудь,News & Politics,10100000,Russia,7700000,280800,35700
933,Comedy Captain,http://youtube.com/channel/UCALeHfwxZslowXw-ug7tT7g,Comedy Captain,,10100000,India,56100,316,7
934,Danny Fitt,http://youtube.com/channel/UC_82tbyeBHSaDbL725LMlvw,Danny Fitt,,10100000,Mexico,1300000,101700,549
935,Ryan Trahan,http://youtube.com/channel/UCnmGIkw-KdI0W5siakKPKog,Ryan Trahan,Humor,10100000,United States,6300000,299500,20500
936,BBCArabicNews,http://youtube.com/channel/UCelk6aHijZq-GJBBB9YpReA,BBC News عربي,News & Politics,10100000,Morocco,21300,407,137
937,TomorrowlandChannel,http://youtube.com/channel/UCsN8M73DMWa8SPp5o_0IAQQ,Tomorrowland,Music & Dance,10100000,Brazil,17800,811,49
938,MTV,http://youtube.com/channel/UCxAICW_LdkfFYwTqTHHE0vg,MTV,Music & DanceMovies,10100000,United States,70900,2200,77
939,sonyliv,http://youtube.com/channel/UCOQNJjhXwvAScuELTT_i7cQ,SonyLIV,,10100000,India,6500,80,4
940,Luan Palomera,http://youtube.com/channel/UCUl-2o1dLbH_GCoU_B_1tsg,Luan Palomera,,10100000,Mexico,887100,64200,1700
941,Marta and Rustam,http://youtube.com/channel/UCm-Qr3k89gtXcuv2jL29XFw,Marta and Rustam,,10100000,India,4100000,105400,145
942,PineappleStormTV,http://youtube.com/channel/UCqrFwa5vueOTzGZ7NSlnvlQ,PineappleStormTV,Music & Dance,10100000,Brazil,308400,38100,1100
943,Christian Nodal,http://youtube.com/channel/UCtqOng3GVhQVu1Gl-3UlyAQ,Christian Nodal,Music & Dance,10100000,Mexico,0,,
944,miniminter,http://youtube.com/channel/UCWZmCMB7mmKWcXJSIPRhzZw,Miniminter,Video gamesHumor,10100000,United Kingdom,2800000,180700,3500
945,RUOK,http://youtube.com/channel/UC9FL0_4gUAQJLVmlExjx1Xw,RUOK,,10100000,Brazil,878900,88200,5500
946,Sơn Tùng M-TP Official,http://youtube.com/channel/UClyA28-01x4z60eWQ2kiNbA,Sơn Tùng M-TP Official,Music & DanceAnimation,10100000,United States,6800000,448200,52500
947,VitalyzdTv,http://youtube.com/channel/UC1KPy3cAAj0i0RIFC_SzjMg,VitalyzdTv,Humor,10100000,United States,0,,
948,5-Minute Recipes,http://youtube.com/channel/UCkqaQoGJ2rAHhWk7gzsb9Aw,5-Minute Recipes,,10100000,India,61800,668,16
949,Dynamo Gaming,http://youtube.com/channel/UCqNH56x9g4QYVpzmWTzqVYg,Dynamo Gaming,,10100000,India,288600,39000,220
950,Survival Builder,http://youtube.com/channel/UCj6VfZEQTxX8Tp2My5L9Ykw,Survival Builder,,10100000,United States,120400,2800,107
951,Talent Recap,http://youtube.com/channel/UCSWwb_YyNB8vuC1VDcfPPaQ,Talent Recap,Music & DanceMovies,10100000,United States,77800,1000,72
952,ChennaiExp2013,http://youtube.com/channel/UCjJKg01HAP01xCLVhDmnLhw,Red Chillies Entertainment,,10100000,India,36200,1300,74
953,BERTH-OH,http://youtube.com/channel/UC2IDkGu61j_mwNJOc54Sb5w,BERTH-OH,Autos & Vehicles,10100000,Mexico,503600,25100,629
954,Patty Mayo,http://youtube.com/channel/UCEYLdM2bdhmw-TS3c0TjFNw,Patty Mayo,MoviesHumor,10100000,United States,413400,16500,533
955,Islam Populer,http://youtube.com/channel/UCXhg6jUrkGLiiwk7Zr13SuQ,Islam Populer,Education,10100000,Indonesia,58600,1700,146
956,singkingkaraoke,http://youtube.com/channel/UCwTRjvjVge51X-ILJ4i22ew,Sing King,Music & Dance,10100000,United States,17400,151,20
957,설기양SULGI,http://youtube.com/channel/UCIafb9ExBkh4WsCOagZssZA,설기양SULGI,ASMRFood & Drinks,10000000,United States,883700,20300,584
958,Nickelodeon,http://youtube.com/channel/UC5M_h2S8Ldoc9M6f7B-_m6A,Nickelodeon,MoviesAnimation,10000000,,74900,826,
959,The Daily Show with Trevor Noah,http://youtube.com/channel/UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show with Trevor Noah,News & Politics,10000000,United States,284800,8600,653
960,timesmusicindia,http://youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw,Times Music,Music & Dance,10000000,India,14200,569,29
961,familyfunpack,http://youtube.com/channel/UCvthuVsurPaVz2a7_4LepGg,Family Fun Pack,,10000000,United States,136300,2400,301
962,EugenBro,http://youtube.com/channel/UCI-t7aBR9T38EzLaNNXLLqA,EugenBro,Video games,10000000,Russia,439100,24000,2600
963,barcroftmedia,http://youtube.com/channel/UCfwx98Wty7LhdlkxL5PZyLA,truly,News & Politics,10000000,United States,45100,,280
964,mamilosmolengas,http://youtube.com/channel/UC607Gii1uo93qDqiGR6-c3w,Mussoumano,Music & DanceAnimation,10000000,Brazil,961800,45900,2500
965,Family Box,http://youtube.com/channel/UC-jHNWViReG6R_kJ6b45FdQ,Family Box,Video games,10000000,Russia,303000,9200,424
966,[햄지]Hamzy,http://youtube.com/channel/UCPKNKldggioffXPkSmjs5lQ,[햄지]Hamzy,,10000000,United States,2800000,57300,1300
967,makebymarimaria,http://youtube.com/channel/UCcHR0RvLYk33ppkjBw3UaEA,Mari Maria,FashionDIY & Life Hacks,9900000,Brazil,137200,10900,67
968,BrPVPHu3,http://youtube.com/channel/UCp8i4boXFm2UB3te86RxAZQ,João Caetano,,9900000,Brazil,593800,49500,671
969,joycetanner,http://youtube.com/channel/UCEq2mmBydypRUvTlTgm_ghA,QPark,Music & DanceHumor,9900000,United States,79500,5400,151
970,shrutiarjunanand,http://youtube.com/channel/UCIsotCCdTjStPCLyD9iBCCQ,Shruti Arjun Anand,MoviesHumor,9900000,India,852500,22600,1200
971,ThePersica,http://youtube.com/channel/UCIXYyHANDvinQMIdauzSNJA,Orkun Işıtmak,Animation,9900000,Turkey,2100000,88900,3200
972,MBCkpop,http://youtube.com/channel/UCe52oeb7Xv_KaJsEzcKXJJg,MBCkpop,Music & Dance,9900000,Malaysia,10900,1200,78
973,OneRepublic,http://youtube.com/channel/UCi4EDAgjULwwNBHOg1aaCig,OneRepublic,Music & Dance,9900000,United States,879300,32200,526
974,Stray Kids,http://youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Music & DanceMovies,9900000,United States,476500,69900,2200
975,ChuChuTV Español,http://youtube.com/channel/UCBbsyG0o_cWlyY46ZRSdYJg,ChuChuTV Español,Toys,9900000,,36600,140,
976,panicopgm,http://youtube.com/channel/UCfxWYi2wFh4ma2uUCcH7VKg,Programa Panico,Toys,9900000,Brazil,18300,1200,33
977,TeremokTV,http://youtube.com/channel/UCxWkNmkeAL52VTJyBlIJRXw,Теремок ТВ,Video games,9900000,,111500,535,
978,Netflix Latinoamérica,http://youtube.com/channel/UC5ZiUaIJ2b5dYBYGf5iEUrA,Netflix Latinoamérica,,9900000,,38100,2200,95
979,مصطفى GAME OVER,http://youtube.com/channel/UC3CFqU4KlktVPPJ1Km87pRg,مصطفى GAME OVER,,9900000,Iraq,765200,98900,6700
980,htv2channel,http://youtube.com/channel/UCkna2OcuN1E6u5I8GVtdkOw,Vie Channel - HTV2,Music & Dance,9900000,United States,21500,132,7
981,hasanjr11,http://youtube.com/channel/UCgqAMw2V_Ddy4SfmovUTh8Q,hasanjr11,,9800000,Indonesia,6900,553,24
982,Raditya Dika,http://youtube.com/channel/UC0rzsIrAxF4kCsALP6J2EsA,Raditya Dika,Food & Drinks,9800000,Indonesia,489900,23200,1100
983,Prince Royce,http://youtube.com/channel/UCAMpOm4QAk15tLyjuBNtQyg,Prince Royce,Music & Dance,9800000,United States,1100000,19100,441
984,Oneindia Hindi | वनइंडिया हिंदी,http://youtube.com/channel/UCOjgc1p2hJ4GZi6pQQoXWYQ,Oneindia Hindi | वनइंडिया हिंदी,News & Politics,9800000,India,2000,27,1
985,CS Bisht Vines,http://youtube.com/channel/UC3uTUlmgECBnsP777U4GPKQ,CS Bisht Vines,,9800000,India,6200000,50700,919
986,TeremokSongs,http://youtube.com/channel/UCqZZoXlUEki3H7_GCQrw53A,Теремок - Песенки для детей,Music & Dance,9800000,Russia,185100,1100,
987,IniTalkShow,http://youtube.com/channel/UCo1CFjot3CX97sn_ngJnGPg,Ini Talk Show,Music & DanceHumor,9800000,Indonesia,18600,430,36
988,buzzfeedblue,http://youtube.com/channel/UCBUVGPsJzc1U8SECMgBaMFw,BuzzFeed Multiplayer,AnimationVideo games,9800000,United States,17500,446,46
989,Eagle Home Entertainments,http://youtube.com/channel/UCy-AB5ehLFqh1FtCVIH4Q3A,Eagle Home Entertainments,,9800000,India,937,7,
990,SULE PRODUCTIONS,http://youtube.com/channel/UCZWk_k207M--sLScrLdM3JQ,SULE PRODUCTIONS,,9800000,Indonesia,739500,32600,703
991,The Voice Global,http://youtube.com/channel/UCJYtYkiGldqX6Ne938j-k2g,The Voice Global,Music & Dance,9800000,United States,284000,6000,128
992,bhaktisongs,http://youtube.com/channel/UC7ZivIYRB0fMSGh-THcTYbw,Shemaroo Bhakti,Music & Dance,9800000,India,2500,52,6
993,Larva2011ani,http://youtube.com/channel/UCph-WGR0oCbJDpaWmNHb5zg,Larva TUBA,,9800000,United States,74600,1500,
994,DRJ Records Specials ,http://youtube.com/channel/UCc3MkAZEckswe3SzdiVIvgA,DRJ Records Specials ,,9800000,India,25800,121,3
995,Doctor Mike,http://youtube.com/channel/UC0QHWhjbe5fGJEPz3sVb6nw,Doctor Mike,Health & Self Help,9800000,United States,1900000,76800,3200
996,123 GO! Hindi,http://youtube.com/channel/UCClG8Br9HvIlgJEnP0GiJbQ,123 GO! Hindi,,9800000,India,829500,5900,44
997,welovekamikaze,http://youtube.com/channel/UCjqZeIIXmNj3WS7auJjJFpg,welovekamikaze,,9700000,,2500,68,6
998,TheSyndicateProject,http://youtube.com/channel/UC1ieoHqKW-yYgDhLHIcx28w,Syndicate,Video games,9700000,United States,56600,2300,371
999,DELRECORDS,http://youtube.com/channel/UChYwYTzrhfxPfJPFWRlYwUg,DEL Records,Music & Dance,9700000,Mexico,724600,23200,354
1000,BIBI,http://youtube.com/channel/UCF5VmU9N3sqqVe-F6E4gewg,BIBI,MoviesAnimation,9700000,,28200,3700,131
